Name,100_Outcome,50_Outcome,10_Outcome,30_Outcome,70_Outcome,90_Outcome,0_Outcome,100_InlinedProcedures,50_InlinedProcedures,10_InlinedProcedures,30_InlinedProcedures,70_InlinedProcedures,90_InlinedProcedures,0_InlinedProcedures,100_Runtime,50_Runtime,10_Runtime,30_Runtime,70_Runtime,90_Runtime,0_Runtime,Who_Performed_Better,How_Much_Percentage,min(UW and alpha setting)_RunTime
1394diag_ioallocatecomplete_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,0,0,0,0,0,0,0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,NONE,NA,3600
mp_irqlexpassive_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,0,0,0,0,0,0,0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,NONE,NA,3600
sys_zwregistrycreate_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,OK,TIMEDOUT,TIMEDOUT,0,0,0,0,478,0,0,3600.0,3600.0,3600.0,3600.0,2511.61,3600.0,3600.0,70,43.334355254199494,2511.61
kbdclass_nsremovelockquerymnremove_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,0,0,0,0,0,0,0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,NONE,NA,3600
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,0,0,0,0,0,0,0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,NONE,NA,3600
flpydisk_irqlexapclte1_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,0,0,0,0,0,0,0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,NONE,NA,3600
serial_markingqueuedirps_2.bpl.bpl.txt,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,2573,6596,6864,7024,5970,4417,7130,678.28,799.16,673.84,962.0,672.15,744.44,820.26,70,0.9119988097894809,672.15
serial_zwregistryopen_1.bpl.bpl.txt,ReachedBound,TIMEDOUT,TIMEDOUT,ReachedBound,ReachedBound,ReachedBound,TIMEDOUT,924,0,0,3685,2262,1171,0,1874.86,3600.0,3600.0,2933.13,1853.06,3194.56,3600.0,70,1.1764324954399725,1853.06
61883_irqlexallocatepool_0.bpl.bpl.txt,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,TIMEDOUT,ReachedBound,3116,5653,5525,5730,5896,0,5354,1872.22,1997.52,1519.21,2178.26,2226.27,3600.0,1839.23,10,23.236418928258765,1519.21
serial_markingqueuedirps_1.bpl.bpl.txt,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,2670,6808,6909,7032,6037,4625,7134,708.51,869.34,704.94,977.36,768.53,684.62,808.57,90,3.489527036896378,684.62
sbp2port_irqldispatch_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,0,0,0,0,0,0,0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,NONE,NA,3600
serial_zwregistryopen_2.bpl.bpl.txt,ReachedBound,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,ReachedBound,TIMEDOUT,924,0,0,0,0,1566,0,2433.82,3600.0,3600.0,3600.0,3600.0,3445.02,3600.0,100,41.54785481259912,3445.02
filter_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,TIMEDOUT,ReachedBound,ReachedBound,ReachedBound,TIMEDOUT,TIMEDOUT,TIMEDOUT,0,14124,16048,16257,0,0,0,3600.0,2162.02,2314.27,3156.44,3600.0,3600.0,3600.0,50,66.51094809483725,2162.02
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,TIMEDOUT,ReachedBound,1480,6488,7596,8329,7169,0,9543,2233.24,281.72,252.19,473.84,835.61,3600.0,521.91,10,785.5386811530988,252.19
hw_pagedcode_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,0,0,0,0,0,0,0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,NONE,NA,3600
filter_iobuilddevicecontrolnofree_0.bpl.bpl.txt,ReachedBound,ReachedBound,TIMEDOUT,ReachedBound,ReachedBound,ReachedBound,TIMEDOUT,467,1980,0,2100,2019,1308,0,866.86,2345.91,3600.0,2859.76,1756.65,2220.03,3600.0,100,102.64517915234295,1756.65
kbdclass_powerdownallocate_1.bpl.bpl.txt,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,522,1209,1322,1155,1209,844,1466,373.2,633.25,645.92,225.44,625.41,666.42,871.07,30,65.54293825408091,225.44
serial_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,2670,6836,7175,7011,6032,4275,7155,726.28,927.24,870.28,905.59,714.52,721.26,796.94,70,1.645860157868218,714.52
mp_iobuildfsdirpsignaleventincompletiontimeout_0.bpl.bpl.txt,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,1802,3986,3655,4027,3809,3535,3465,733.76,1453.72,844.86,1276.85,1495.88,1727.13,899.09,100,15.141190580026171,844.86
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,ReachedBound,1049,4271,4441,3799,4427,3503,4841,818.68,342.53,117.5,206.83,553.34,768.63,138.06,10,596.7489361702127,117.5
